factor,triplet_id,status,n_flags,flags
attribute,attr_000107,PASS,0,
attribute,attr_000108,PASS,0,
attribute,attr_000109,PASS,0,
attribute,attr_000110,PASS,0,
attribute,attr_000111,PASS,0,
attribute,attr_000112,PASS,0,
attribute,attr_000113,PASS,0,
attribute,attr_000114,PASS,0,
attribute,attr_000115,PASS,0,
attribute,attr_000116,PASS,0,
attribute,attr_000117,PASS,0,
attribute,attr_000118,PASS,0,
attribute,attr_000119,PASS,0,
attribute,attr_000120,PASS,0,
attribute,attr_000121,PASS,0,
attribute,attr_000122,PASS,0,
attribute,attr_000123,PASS,0,
attribute,attr_000124,PASS,0,
attribute,attr_000125,PASS,0,
attribute,attr_000126,PASS,0,
attribute,attr_000127,PASS,0,
attribute,attr_000128,PASS,0,
attribute,attr_000129,PASS,0,
attribute,attr_000130,PASS,0,
attribute,attr_000131,PASS,0,
attribute,attr_000132,PASS,0,
attribute,attr_000133,PASS,0,
attribute,attr_000134,PASS,0,
attribute,attr_000135,PASS,0,
attribute,attr_000136,PASS,0,
attribute,attr_000137,PASS,0,
attribute,attr_000138,PASS,0,
attribute,attr_000139,PASS,0,
attribute,attr_000140,PASS,0,
attribute,attr_000141,PASS,0,
attribute,attr_000142,PASS,0,
attribute,attr_000143,PASS,0,
attribute,attr_000144,PASS,0,
attribute,attr_000145,PASS,0,
attribute,attr_000146,PASS,0,
attribute,attr_000147,PASS,0,
attribute,attr_000148,PASS,0,
attribute,attr_000149,PASS,0,
attribute,attr_000150,PASS,0,
attribute,attr_000151,PASS,0,
attribute,attr_000152,PASS,0,
attribute,attr_000153,PASS,0,
attribute,attr_000154,PASS,0,
attribute,attr_000155,PASS,0,
attribute,attr_000156,PASS,0,
attribute,attr_000157,PASS,0,
attribute,attr_000158,PASS,0,
attribute,attr_000159,PASS,0,
attribute,attr_000160,BORDERLINE,1,BORDERLINE: relevant/irrelevant RGB magnitude ratio 0.248
attribute,attr_000161,PASS,0,
attribute,attr_000162,PASS,0,
attribute,attr_000163,PASS,0,
attribute,attr_000164,PASS,0,
attribute,attr_000165,PASS,0,
attribute,attr_000166,PASS,0,
attribute,attr_000167,PASS,0,
attribute,attr_000168,BORDERLINE,1,BORDERLINE: relevant/irrelevant RGB magnitude ratio 0.243
attribute,attr_000169,PASS,0,
attribute,attr_000170,PASS,0,
attribute,attr_000171,PASS,0,
attribute,attr_000172,PASS,0,
attribute,attr_000173,PASS,0,
attribute,attr_000174,PASS,0,
attribute,attr_000175,BORDERLINE,1,BORDERLINE: relevant/irrelevant RGB magnitude ratio 0.182
attribute,attr_000176,PASS,0,
attribute,attr_000177,PASS,0,
attribute,attr_000178,PASS,0,
attribute,attr_000179,PASS,0,
attribute,attr_000180,PASS,0,
attribute,attr_000181,PASS,0,
attribute,attr_000182,PASS,0,
attribute,attr_000183,PASS,0,
attribute,attr_000184,PASS,0,
attribute,attr_000185,PASS,0,
attribute,attr_000186,PASS,0,
attribute,attr_000187,PASS,0,
attribute,attr_000188,PASS,0,
attribute,attr_000189,BORDERLINE,1,BORDERLINE: relevant/irrelevant RGB magnitude ratio 0.197
attribute,attr_000190,PASS,0,
attribute,attr_000191,PASS,0,
attribute,attr_000192,PASS,0,
attribute,attr_000193,PASS,0,
attribute,attr_000194,PASS,0,
attribute,attr_000195,PASS,0,
attribute,attr_000196,PASS,0,
attribute,attr_000197,PASS,0,
attribute,attr_000198,PASS,0,
attribute,attr_000199,PASS,0,
attribute,attr_000200,PASS,0,
attribute,attr_000201,PASS,0,
attribute,attr_000202,PASS,0,
attribute,attr_000203,PASS,0,
attribute,attr_000204,PASS,0,
attribute,attr_000205,PASS,0,
