scope,split,collision_type,physical_image_id,n_items,item_ids,note
within_split,downstream_v2,shared_physical_image_within_split,975f0c724c91bce80a7ccc3b11bb97e5f0d98901340e1cc9e8975516c95fba33,2,tallyqa_down:count:30127111|gqa_down:spatial:13540499,Not a static/audit/downstream leak; TallyQA and GQA can share VG/COCO bytes inside one split.
within_split,downstream_v2,shared_physical_image_within_split,9d36b259bf0083aebf04a10ea8231817b2958453e623a32fd2512e095ab6fdc8,2,tallyqa_down:count:30160303|gqa_down:spatial:03632973,Not a static/audit/downstream leak; TallyQA and GQA can share VG/COCO bytes inside one split.
within_split,downstream_v2,shared_physical_image_within_split,83589e24e2660c205e7d073b703e45dbfe8dbd20690708813f870dd022fa5901,2,tallyqa_down:count:30148490|gqa_down:attribute:09826668,Not a static/audit/downstream leak; TallyQA and GQA can share VG/COCO bytes inside one split.
within_split,downstream_v2,shared_physical_image_within_split,8a7ec87a017986c2b5012e12f4ca8eb3c5b3c1e69759fa8a41a4661633e88199,2,tallyqa_down:count:30110806|gqa_down:presence:0051319,Not a static/audit/downstream leak; TallyQA and GQA can share VG/COCO bytes inside one split.
within_split,downstream_v2,shared_physical_image_within_split,e10a08d4ba516cee1d4e56a716a155f604a4cd27d032f1b764402d5aa673c7f1,2,tallyqa_down:count:30143320|gqa_down:spatial:03291971,Not a static/audit/downstream leak; TallyQA and GQA can share VG/COCO bytes inside one split.
within_split,downstream_v2,shared_physical_image_within_split,01c1b5fbfb89ccb5a9d7727eadacb527dd3611e0416a4a1107467e89185ae8ce,2,tallyqa_down:count:30163783|gqa_down:spatial:16432405,Not a static/audit/downstream leak; TallyQA and GQA can share VG/COCO bytes inside one split.
within_split,downstream_v2,shared_physical_image_within_split,06ca2bd35280d0bb6ce3888440e16847eeb078f684adf83541662e991c362227,2,tallyqa_down:count:30114006|gqa_down:attribute:011005089,Not a static/audit/downstream leak; TallyQA and GQA can share VG/COCO bytes inside one split.
within_split,downstream_v2,shared_physical_image_within_split,28ad18c207b800552eab0928f37152c0d6958b661357bed832a164e260103a7f,2,tallyqa_down:count:30111541|gqa_down:spatial:05165529,Not a static/audit/downstream leak; TallyQA and GQA can share VG/COCO bytes inside one split.
within_split,downstream_v2,shared_physical_image_within_split,fc9ef036d6ef6bcb0880ce8cd98a321069ca80e670c1b3ed8be8f3d494e21289,2,tallyqa_down:count:30137435|gqa_down:presence:05736618,Not a static/audit/downstream leak; TallyQA and GQA can share VG/COCO bytes inside one split.
within_split,downstream_v2,shared_physical_image_within_split,5c4214d0503ea4ad699298cdca84ab631496d58d0ccdc4f6bafba9553fe067c6,2,tallyqa_down:count:30105919|gqa_down:spatial:121011017,Not a static/audit/downstream leak; TallyQA and GQA can share VG/COCO bytes inside one split.
within_split,downstream_v2,shared_physical_image_within_split,257f1fd483ace74b3b3d8b4c21fe0a7f90db031a11e7499c874e422c8675360d,2,tallyqa_down:count:30098354|gqa_down:spatial:14130563,Not a static/audit/downstream leak; TallyQA and GQA can share VG/COCO bytes inside one split.
within_split,downstream_v2,shared_physical_image_within_split,5e77c00cd83ce31257b335f48468b6009d1ee89b306a6d303e323ad248a19825,2,tallyqa_down:count:30164930|gqa_down:presence:05781313,Not a static/audit/downstream leak; TallyQA and GQA can share VG/COCO bytes inside one split.
within_split,downstream_v2,shared_physical_image_within_split,01cc0b1154703b3927e0545e3fed5109f9ba94a2d8c2d6a53675802fd7b5f9d8,2,tallyqa_down:count:30094548|gqa_down:presence:08280748,Not a static/audit/downstream leak; TallyQA and GQA can share VG/COCO bytes inside one split.
within_split,downstream_v2,shared_physical_image_within_split,983362035b260f8f667baac73249456869ad598528aa8a044ec0f8c8e4fdbb75,2,tallyqa_down:count:30118668|gqa_down:presence:10824413,Not a static/audit/downstream leak; TallyQA and GQA can share VG/COCO bytes inside one split.
within_split,downstream_v2,shared_physical_image_within_split,ed85dc1f4b4140cd922342660dcfd4fe24fb7433cbb4a7d35279782dc639db85,2,tallyqa_down:count:30138905|gqa_down:attribute:09701909,Not a static/audit/downstream leak; TallyQA and GQA can share VG/COCO bytes inside one split.
within_split,downstream_v2,shared_physical_image_within_split,5ad76babc911019781c3259a14b42164f5422aca65837d3c4f39173538908434,2,tallyqa_down:count:30145328|gqa_down:presence:10316313,Not a static/audit/downstream leak; TallyQA and GQA can share VG/COCO bytes inside one split.
within_split,downstream_v2,shared_physical_image_within_split,6ad2b52ff0bd5a8ab4f7ed9148b030c98e777784e19083b52cbd5c56cc1b6196,2,tallyqa_down:count:30149859|gqa_down:spatial:06206369,Not a static/audit/downstream leak; TallyQA and GQA can share VG/COCO bytes inside one split.
within_split,downstream_v2,shared_physical_image_within_split,341aa36a12787acdf053aa226446f12d65ab55e8ff0bd04407729842e58eb381,2,tallyqa_down:count:30118130|gqa_down:presence:19310576,Not a static/audit/downstream leak; TallyQA and GQA can share VG/COCO bytes inside one split.
within_split,downstream_v2,shared_physical_image_within_split,31e44c00063b2a9581da922bb53e2a1fef4449eb5dc9d25c1cfc0a8ae6922c65,2,tallyqa_down:count:9235574620662|gqa_down:attribute:17514111,Not a static/audit/downstream leak; TallyQA and GQA can share VG/COCO bytes inside one split.
within_split,downstream_v2,shared_physical_image_within_split,0bcd8b98cc071f06aaaa9feb102d2c7d1e41c6cefafe20c04b3f565b2c5a2224,2,tallyqa_down:count:30113410|gqa_down:spatial:041015969,Not a static/audit/downstream leak; TallyQA and GQA can share VG/COCO bytes inside one split.
within_split,downstream_v2,shared_physical_image_within_split,33267131841d8947527f457c846bb586edf23ce07fd5e8a5222e17d8a5200ec0,2,tallyqa_down:count:30141797|gqa_down:spatial:12289298,Not a static/audit/downstream leak; TallyQA and GQA can share VG/COCO bytes inside one split.
within_split,downstream_v2,shared_physical_image_within_split,b2e6cc93bea0f9f0c52313eae835ae45cfa0d66b3d4b0927e0e7534b5b1cb502,2,tallyqa_down:count:30110442|gqa_down:attribute:03825578,Not a static/audit/downstream leak; TallyQA and GQA can share VG/COCO bytes inside one split.
within_split,downstream_v2,shared_physical_image_within_split,142442cf5629bb99d82763ba05393a1072508ab659a950b6c5cc68682a61ad16,2,tallyqa_down:count:30118579|gqa_down:attribute:11103509,Not a static/audit/downstream leak; TallyQA and GQA can share VG/COCO bytes inside one split.
within_split,downstream_v2,shared_physical_image_within_split,092b57fce620db239981b40e4715aea4e6d1d5b005090b9fc6c6a2e6dda1556d,2,tallyqa_down:count:30144318|gqa_down:presence:09910433,Not a static/audit/downstream leak; TallyQA and GQA can share VG/COCO bytes inside one split.
within_split,downstream_v2,shared_physical_image_within_split,fbb7d91f1d48da3fa8b1e21fd99491c7f823887a32d27e4ad34a419ce44f2529,2,tallyqa_down:count:30144535|gqa_down:presence:16834672,Not a static/audit/downstream leak; TallyQA and GQA can share VG/COCO bytes inside one split.
within_split,downstream_v2,shared_physical_image_within_split,56e6c8561b72a3642eba1d771ffdea2246e0dd5b1c2b7f45ce6e9278e06d20d5,2,tallyqa_down:count:923438589735|gqa_down:spatial:10744339,Not a static/audit/downstream leak; TallyQA and GQA can share VG/COCO bytes inside one split.
within_split,downstream_v2,shared_physical_image_within_split,736e8c3785ac85cd6554f166fabf4a0d046468456a12db1c307400301fd2ee90,2,tallyqa_down:count:9235251619010|gqa_down:spatial:00521303,Not a static/audit/downstream leak; TallyQA and GQA can share VG/COCO bytes inside one split.
within_split,downstream_v2,shared_physical_image_within_split,7b1d60518effae5f570fbfc3b737106150cbf025b5e0a7770a8670fd7f883202,2,tallyqa_down:count:9239256312846|gqa_down:attribute:10701492,Not a static/audit/downstream leak; TallyQA and GQA can share VG/COCO bytes inside one split.
within_split,downstream_v2,shared_physical_image_within_split,75905410878044bf0c0077006ddfd6ea6a176b24208974bc15e99ed68fdcf193,2,tallyqa_down:count:923694525750|gqa_down:attribute:17503092,Not a static/audit/downstream leak; TallyQA and GQA can share VG/COCO bytes inside one split.
within_split,downstream_v2,shared_physical_image_within_split,758a7bec66af2ad0650ec0874527a25ed826cf6fb831f46abb7ceed398dbf199,2,tallyqa_down:count:924173951453|gqa_down:attribute:116199,Not a static/audit/downstream leak; TallyQA and GQA can share VG/COCO bytes inside one split.
within_split,downstream_v2,shared_physical_image_within_split,02c46fd302825c289bca69d0258f17a634c6aa990c893144543dcf5c4153fcad,2,tallyqa_down:count:9239547316063|gqa_down:attribute:11888726,Not a static/audit/downstream leak; TallyQA and GQA can share VG/COCO bytes inside one split.
within_split,downstream_v2,shared_physical_image_within_split,8415a09b73e1a51fe79cc3ba18977db57ea1d7a8dd94638c9c17b10daa1acfdb,2,tallyqa_down:count:9240028710540|gqa_down:presence:11769083,Not a static/audit/downstream leak; TallyQA and GQA can share VG/COCO bytes inside one split.
within_split,downstream_v2,shared_physical_image_within_split,91fa73bf74206b3976100dbd3dd6b0da37d376a03b06759048ca61f66644629c,2,tallyqa_down:count:9237587110364|gqa_down:spatial:19541530,Not a static/audit/downstream leak; TallyQA and GQA can share VG/COCO bytes inside one split.
within_split,downstream_v2,shared_physical_image_within_split,9a15d1ed659d14cef50855baed56679ca6dc053ee212bb60caa90f0fc44dfe49,2,tallyqa_down:count:924094632927|gqa_down:presence:18563732,Not a static/audit/downstream leak; TallyQA and GQA can share VG/COCO bytes inside one split.
within_split,downstream_v2,shared_physical_image_within_split,dcb164d6f0ce1db0c374b45e5ca499275f397f2ae138f7f764360b652fd143c4,2,tallyqa_down:count:923452409818|gqa_down:spatial:11506073,Not a static/audit/downstream leak; TallyQA and GQA can share VG/COCO bytes inside one split.
within_split,downstream_v2,shared_physical_image_within_split,57df941d3450886ef0f7ecd6bdc1403d4a138000c215b3418929e40e00380b81,2,tallyqa_down:count:9233980718931|gqa_down:spatial:11320906,Not a static/audit/downstream leak; TallyQA and GQA can share VG/COCO bytes inside one split.
within_split,downstream_v2,shared_physical_image_within_split,7ab8b42c7e82cc4fabfbf4d8ec5562d40990ef3bdcfd57c2afcec1c96eb3dbeb,2,tallyqa_down:count:9239266316271|gqa_down:attribute:02933669,Not a static/audit/downstream leak; TallyQA and GQA can share VG/COCO bytes inside one split.
within_split,downstream_v2,shared_physical_image_within_split,a71b9cb9a6b5586437035cca45c527044878af680a854baaa6f0aa65b3b2d079,2,tallyqa_down:count:9236212013241|gqa_down:attribute:0434822,Not a static/audit/downstream leak; TallyQA and GQA can share VG/COCO bytes inside one split.
within_split,downstream_v2,shared_physical_image_within_split,062097713db51535e17131655ac81d674f228efd0c6aadc9851de70c825d765b,2,tallyqa_down:count:30127518|gqa_down:attribute:08693387,Not a static/audit/downstream leak; TallyQA and GQA can share VG/COCO bytes inside one split.
within_split,downstream_v2,shared_physical_image_within_split,c409719e21bb9f5501a18844f9f6b495ab90517d1b85a0b6dcd64742dc41d37b,2,tallyqa_down:count:9238907914057|gqa_down:attribute:1929784,Not a static/audit/downstream leak; TallyQA and GQA can share VG/COCO bytes inside one split.
within_split,downstream_v2,shared_physical_image_within_split,f04550474ae232adf54a3b3916d8eada414ff985bd9746db9a83259284302661,2,tallyqa_down:count:911595009572|gqa_down:presence:121020679,Not a static/audit/downstream leak; TallyQA and GQA can share VG/COCO bytes inside one split.
within_split,downstream_v2,shared_physical_image_within_split,e95b2b5cb432b7d81405cb715b9dd7940fc56bb3b1825903f2cc175cce9f69d1,2,tallyqa_down:count:9237453116228|gqa_down:attribute:00596912,Not a static/audit/downstream leak; TallyQA and GQA can share VG/COCO bytes inside one split.
within_split,downstream_v2,shared_physical_image_within_split,bc1171210774afc25d47a96f536f9a1d70032c10bb4ccc4ac64607cfe3fbcc95,2,tallyqa_down:count:9234186117372|gqa_down:attribute:12833845,Not a static/audit/downstream leak; TallyQA and GQA can share VG/COCO bytes inside one split.
within_split,downstream_v2,shared_physical_image_within_split,ca7a443ad43160e052a806e3ebe07647eb6f577c7502c5fbd4857439cd9ade93,2,tallyqa_down:count:9232633218691|gqa_down:presence:03912915,Not a static/audit/downstream leak; TallyQA and GQA can share VG/COCO bytes inside one split.
within_split,downstream_v2,shared_physical_image_within_split,30f3410b1c38c24cf5b46b58e43a286e1af7e6a1751ac90316a45740149e96a4,2,tallyqa_down:count:923673468412|gqa_down:spatial:04140511,Not a static/audit/downstream leak; TallyQA and GQA can share VG/COCO bytes inside one split.
within_split,downstream_v2,shared_physical_image_within_split,44e37dbde70bb0df568fa6b0987843872d28fb48bcb5fe7de57f74af71985fbe,2,tallyqa_down:count:9237644613578|gqa_down:attribute:09621992,Not a static/audit/downstream leak; TallyQA and GQA can share VG/COCO bytes inside one split.
within_split,downstream_v2,shared_physical_image_within_split,808ade4a50e29772a32904e1ea3ef57932b174d8d310c61c09dd19f8c68bb204,2,tallyqa_down:count:911593695000|gqa_down:spatial:04383533,Not a static/audit/downstream leak; TallyQA and GQA can share VG/COCO bytes inside one split.
within_split,downstream_v2,shared_physical_image_within_split,65e935d331486cdf5d169abb5bb6d92c46ead1ffe0763c9423783064a2cf44ba,2,tallyqa_down:count:923739086078|gqa_down:spatial:17254376,Not a static/audit/downstream leak; TallyQA and GQA can share VG/COCO bytes inside one split.
within_split,downstream_v2,shared_physical_image_within_split,797fffde0e09c4be9fe97b43b3fcaca81a6f8d5ffec430514f2bdd7c36079a64,2,tallyqa_down:count:9240615113315|gqa_down:presence:0865846,Not a static/audit/downstream leak; TallyQA and GQA can share VG/COCO bytes inside one split.
within_split,downstream_v2,shared_physical_image_within_split,406049cf25a3f4086d4054e304ecb858bfa276200f9af92bffceb70066cc342b,2,tallyqa_down:count:9237144513331|gqa_down:attribute:191026985,Not a static/audit/downstream leak; TallyQA and GQA can share VG/COCO bytes inside one split.
within_split,downstream_v2,shared_physical_image_within_split,bc245fbc19f242b5fac5f4283cec9180396ca55bbcaee10fa3c12152670c482d,2,tallyqa_down:count:9241161110983|gqa_down:spatial:151003203,Not a static/audit/downstream leak; TallyQA and GQA can share VG/COCO bytes inside one split.
within_split,downstream_v2,shared_physical_image_within_split,fa356ae1f9f2398463151857a435b2ce66c5979b3384f6a58fd8726a8eca7049,2,tallyqa_down:count:923521385521|gqa_down:attribute:00113223,Not a static/audit/downstream leak; TallyQA and GQA can share VG/COCO bytes inside one split.
within_split,downstream_v2,shared_physical_image_within_split,f29ce0c2aafb9bf1423dcc3d66cf6eae0c8669555e243a1a6cdc180707a5e0f4,2,tallyqa_down:count:9234032314469|gqa_down:spatial:171049596,Not a static/audit/downstream leak; TallyQA and GQA can share VG/COCO bytes inside one split.
within_split,downstream_v2,shared_physical_image_within_split,328da318db3d2f20bf0cf185ff608464b58877b48b47d1299d444662390a8682,2,tallyqa_down:count:9235257016297|gqa_down:attribute:12614810,Not a static/audit/downstream leak; TallyQA and GQA can share VG/COCO bytes inside one split.
within_split,downstream_v2,shared_physical_image_within_split,58cd3c3e3ecdf091c6c7bd833f5057dffcaa3b34398e99064821fed36bbffc02,2,tallyqa_down:count:9235160317255|gqa_down:presence:10924155,Not a static/audit/downstream leak; TallyQA and GQA can share VG/COCO bytes inside one split.
within_split,downstream_v2,shared_physical_image_within_split,ab878e3cc6d88753d38b8359d735e474862b2f23d91aff6c1c59a0f8207f783b,2,tallyqa_down:count:9240123715900|gqa_down:presence:018651,Not a static/audit/downstream leak; TallyQA and GQA can share VG/COCO bytes inside one split.
within_split,downstream_v2,shared_physical_image_within_split,d1952c66e128bfe181ffff60c7ba5b4d700f3a953efc622704cf0360f4ab5c1b,2,tallyqa_down:count:9234289014407|gqa_down:presence:19489711,Not a static/audit/downstream leak; TallyQA and GQA can share VG/COCO bytes inside one split.
within_split,downstream_v2,shared_physical_image_within_split,f6188182d152f7062bdcffbcb1f86eb53fd5187d40aa64dcd6cadb8cb8da9e30,2,tallyqa_down:count:9241420020743|gqa_down:attribute:06343914,Not a static/audit/downstream leak; TallyQA and GQA can share VG/COCO bytes inside one split.
within_split,downstream_v2,shared_physical_image_within_split,f9d48564128bd0f4b61f45cc238217c44aca0fcd3b20ad692e771deb1ac0b040,2,tallyqa_down:count:923848218133|gqa_down:spatial:04281589,Not a static/audit/downstream leak; TallyQA and GQA can share VG/COCO bytes inside one split.
within_split,downstream_v2,shared_physical_image_within_split,0ca78c6f69230eb2ecde351fb31baf11826a1db5620dda9a069d90d0989ac2c2,2,tallyqa_down:count:9237228315294|gqa_down:spatial:04700428,Not a static/audit/downstream leak; TallyQA and GQA can share VG/COCO bytes inside one split.
within_split,downstream_v2,shared_physical_image_within_split,3a34af24aabf51f2ec5d9b75a12c90299cc771162c266e1e6b131f11d1c43598,2,tallyqa_down:count:923971531531|gqa_down:attribute:13459285,Not a static/audit/downstream leak; TallyQA and GQA can share VG/COCO bytes inside one split.
within_split,downstream_v2,shared_physical_image_within_split,3b4b99006a6cd7d49cbdc6f80723c3385f14df3cf725d1cb325ea4b5d22df49c,2,tallyqa_down:count:923533323585|gqa_down:attribute:13175976,Not a static/audit/downstream leak; TallyQA and GQA can share VG/COCO bytes inside one split.
within_split,downstream_v2,shared_physical_image_within_split,e905bb319805f6784c503627baac9641fbb60d7e0b5073bea66668a9abc5e63e,2,tallyqa_down:count:9239423317721|gqa_down:spatial:02671789,Not a static/audit/downstream leak; TallyQA and GQA can share VG/COCO bytes inside one split.
within_split,downstream_v2,shared_physical_image_within_split,29e180dcd70b7307887220a5092de44650b1bdf714e25e8acc3f36f9a22bccab,2,tallyqa_down:count:9232848416733|gqa_down:attribute:04103228,Not a static/audit/downstream leak; TallyQA and GQA can share VG/COCO bytes inside one split.
within_split,downstream_v2,shared_physical_image_within_split,ea2efad63a40215c3d9467588291fda74a36c9234651d6a423011558c2b7fbcd,2,tallyqa_down:count:9240482413589|gqa_down:presence:151055686,Not a static/audit/downstream leak; TallyQA and GQA can share VG/COCO bytes inside one split.
within_split,downstream_v2,shared_physical_image_within_split,b1da75a73ea71887f0552ca26716ca640f3cd7c575354455e62eddd04f7d59ec,2,tallyqa_down:count:9234091815495|gqa_down:spatial:16506180,Not a static/audit/downstream leak; TallyQA and GQA can share VG/COCO bytes inside one split.
within_split,downstream_v2,shared_physical_image_within_split,cc5b3c1ad1254a65fe6620618b37ce02fd1fb8bf9e75fc93fb7a0afa20c73cc3,2,tallyqa_down:count:923753024134|gqa_down:spatial:05935596,Not a static/audit/downstream leak; TallyQA and GQA can share VG/COCO bytes inside one split.
within_split,downstream_v2,shared_physical_image_within_split,1f67ea9d0f8d1469d01843a8d312c5b04b2e83fb87cb52c19bb5069467d6ac4b,2,tallyqa_down:count:30122765|gqa_down:attribute:09896115,Not a static/audit/downstream leak; TallyQA and GQA can share VG/COCO bytes inside one split.
within_split,downstream_v2,shared_physical_image_within_split,a5b88bd231061d33a1d78010ee28d4f40353512319bbcc43465776bbada6f298,2,tallyqa_down:count:92348234177|gqa_down:presence:05837659,Not a static/audit/downstream leak; TallyQA and GQA can share VG/COCO bytes inside one split.
within_split,downstream_v2,shared_physical_image_within_split,032d2e4b8de926147a18bd0f1ff5144459c71da0140f53f82d9b56eb8e303118,2,gqa_down:attribute:0533481|gqa_down:presence:0533464,Not a static/audit/downstream leak; TallyQA and GQA can share VG/COCO bytes inside one split.
within_split,downstream_v2,shared_physical_image_within_split,ff52fe2d6f71118c18de85b3dbbdaf1cd7fc7d6931062bf2dede83fef32774a5,2,gqa_down:attribute:03500094|gqa_down:attribute:03500235,Not a static/audit/downstream leak; TallyQA and GQA can share VG/COCO bytes inside one split.
within_split,downstream_v2,shared_physical_image_within_split,68b2dbf32990b70b48c8892723dd1f9932112693874e0cdf013b7edf307c232f,2,gqa_down:presence:141011934|gqa_down:spatial:141012007,Not a static/audit/downstream leak; TallyQA and GQA can share VG/COCO bytes inside one split.
within_split,downstream_v2,shared_physical_image_within_split,e76573a60d75ecc7b2fe80a94149e2db76795e8e736fa3c6e6c9364e025172ee,2,gqa_down:presence:00698832|gqa_down:presence:00698895,Not a static/audit/downstream leak; TallyQA and GQA can share VG/COCO bytes inside one split.
within_split,downstream_v2,shared_physical_image_within_split,39eed07832a1b3f07ebe97cbf1604bb00955955082cdbfb50bb7c9f05c975099,3,gqa_down:spatial:03590033|gqa_down:spatial:03590139|gqa_down:spatial:03590084,Not a static/audit/downstream leak; TallyQA and GQA can share VG/COCO bytes inside one split.
within_split,downstream_v2,shared_physical_image_within_split,e7c8c2363680d1d208c727bb393d818e4a90708ef46dae9ae6f93be5bec3bcb1,2,gqa_down:spatial:13495886|gqa_down:spatial:13495721,Not a static/audit/downstream leak; TallyQA and GQA can share VG/COCO bytes inside one split.
within_split,static,shared_physical_image_within_split,634801c68573a6666818e3503235245b38abf2802486711563053fe62cf7a0b4,2,tallyqa_static:count:30126536|gqa_static:presence:07766669,Not a static/audit/downstream leak; TallyQA and GQA can share VG/COCO bytes inside one split.
